blend_file,domain,object_name,type,data_name,collections,semantic_base,lod_name,lod_level,vertices,triangles,materials,uv_layers,color_attributes,modifiers,parent,instance_type,instance_collection,lay_asset_key,lay_model,boneSetIndex,colTreeNodeIndex,unknownWorldDataIndex,col_type,surface_type,col_modifier,location,rotation_euler,scale
CityOfRuinEntry.blend,COL_TREE,169_-1_-1_col,EMPTY,,col_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[-26.609033584594727,-31.235944747924805,-19.23995590209961]","[0.0,0.0,0.0]","[0.9455852508544922,1.4665851593017578,0.5079946517944336]"
CityOfRuinEntry.blend,COL_TREE,16_-1_-1_col,EMPTY,,col_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[74.6556396484375,-91.69843292236328,-13.988506317138672]","[0.0,0.0,0.0]","[25.38625717163086,11.181121826171875,44.99956512451172]"
CityOfRuinEntry.blend,WMB_TREE,16_-1_-1_wmb,EMPTY,,wmb_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[50.70130157470703,-88.53034210205078,-34.036643981933594]","[0.0,0.0,0.0]","[11.798974990844727,53.95484161376953,27.28119468688965]"
CityOfRuinEntry.blend,COL_TREE,170_-1_-1_col,EMPTY,,col_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[-28.138639450073242,-30.028465270996094,-19.29116439819336]","[0.0,0.0,0.0]","[1.4138298034667969,2.674065589904785,0.5013446807861328]"
CityOfRuinEntry.blend,COL_TREE,171_173_174_col,EMPTY,,col_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[-29.207199096679688,-30.085063934326172,-19.215633392333984]","[0.0,0.0,0.0]","[1.7466793060302734,2.6543350219726562,0.7389554977416992]"
CityOfRuinEntry.blend,COL_TREE,172_-1_-1_col,EMPTY,,col_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[-30.936687469482422,-30.522289276123047,-19.40873908996582]","[0.0,0.0,0.0]","[1.6415596008300781,2.2063302993774414,0.5896205902099609]"
CityOfRuinEntry.blend,COL_TREE,173_-1_-1_col,EMPTY,,col_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[-29.210359573364258,-30.321468353271484,-19.16486930847168]","[0.0,0.0,0.0]","[1.7435188293457031,2.4179296493530273,0.6881904602050781]"
CityOfRuinEntry.blend,COL_TREE,174_-1_-1_col,EMPTY,,col_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[-28.750869750976562,-29.028545379638672,-19.537824630737305]","[0.0,0.0,0.0]","[1.2903499603271484,1.5978155136108398,0.4167652130126953]"
CityOfRuinEntry.blend,COL_TREE,175_177_178_col,EMPTY,,col_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[46.38096237182617,-3.1855545043945312,2.9453048706054688]","[0.0,0.0,0.0]","[86.79019165039062,101.98077392578125,49.14176559448242]"
CityOfRuinEntry.blend,COL_TREE,176_205_206_col,EMPTY,,col_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[75.90237426757812,2.610595226287842,25.039878845214844]","[0.0,0.0,0.0]","[53.96442794799805,4.0850749015808105,27.047189712524414]"
CityOfRuinEntry.blend,COL_TREE,177_179_180_col,EMPTY,,col_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[99.20738220214844,11.268820762634277,32.00492477416992]","[0.0,0.0,0.0]","[33.96377182006836,14.446860313415527,20.08214569091797]"
CityOfRuinEntry.blend,COL_TREE,178_193_194_col,EMPTY,,col_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[24.37216567993164,-3.1855545043945312,2.9453048706054688]","[0.0,0.0,0.0]","[64.7813949584961,101.98077392578125,49.14176559448242]"
CityOfRuinEntry.blend,COL_TREE,179_181_182_col,EMPTY,,col_colTreeNodes,,,,,,,,,,,NONE,,,,,,,,,,"[120.46134948730469,11.277060508728027,32.00492477416992]","[0.0,0.0,0.0]","[12.709808349609375,14.438620567321777,20.08214569091797]"
