blend_file,domain,object_name,type,data_name,collections,semantic_base,lod_name,lod_level,vertices,triangles,materials,uv_layers,color_attributes,modifiers,parent,instance_type,instance_collection,lay_asset_key,lay_model,boneSetIndex,colTreeNodeIndex,unknownWorldDataIndex,col_type,surface_type,col_modifier,location,rotation_euler,scale
CityOfRuinEntry.blend,WMB_MESH,g11021_build1.008,MESH,g11021_build1.008,g11021,g11021_build1,LOD0,0,550,264,os11_ruinsparts00_wall01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,10,1,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build1.009,MESH,g11021_build1.009,g11021,g11021_build1,LOD0,0,1905,894,os11_ruinsparts00_wall01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,12,1,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build1.010,MESH,g11021_build1.010,g11021,g11021_build1,LOD0,0,2584,1338,os11_ruinsparts00_wall02_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,9,1,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build1.011,MESH,g11021_build1.011,g11021,g11021_build1,LOD0,0,788,406,os11_ruinsparts00_wall02_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,10,1,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build1.012,MESH,g11021_build1.012,g11021,g11021_build1,LOD0,0,2271,1214,os11_ruinsparts00_wall02_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,12,1,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build1.013,MESH,g11021_build1.013,g11021,g11021_build1,LOD0,0,14436,5792,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,9,1,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build1.014,MESH,g11021_build1.014,g11021,g11021_build1,LOD0,0,6481,2481,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,10,1,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build1.015,MESH,g11021_build1.015,g11021,g11021_build1,LOD0,0,5743,2176,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,12,1,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build1.016,MESH,g11021_build1.016,g11021,g11021_build1,LOD0,0,295,107,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,17,1,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build1.017,MESH,g11021_build1.017,g11021,g11021_build1,LOD0,0,910,326,yam_build03_aaa1_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,12,1,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build1.018,MESH,g11021_build1.018,g11021,g11021_build1,LOD0,0,521,236,yam_build06_aaa9,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,12,1,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build1.019,MESH,g11021_build1.019,g11021,g11021_build1,LOD0,0,12,6,yam_build06_aaa9,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,17,1,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2,MESH,g11021_build2,g11021,g11021_build2,LOD0,0,20,10,lowbuildingmodel_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,42,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.001,MESH,g11021_build2.001,g11021,g11021_build2,LOD0,0,16,8,lowbuildingmodel_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,55,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.002,MESH,g11021_build2.002,g11021,g11021_build2,LOD0,0,4,2,lowbuildingmodel_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,56,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.003,MESH,g11021_build2.003,g11021,g11021_build2,LOD0,0,194,97,mas_breakconcrete02_AAAx_tga,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,54,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.004,MESH,g11021_build2.004,g11021,g11021_build2,LOD0,0,790,385,mas_breakconcrete02_AAAx_tga,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,61,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.005,MESH,g11021_build2.005,g11021,g11021_build2,LOD0,0,24,8,mas_breakconcrete02_AAAx_tga,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,62,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.006,MESH,g11021_build2.006,g11021,g11021_build2,LOD0,0,48,42,mas_low_building01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,42,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.007,MESH,g11021_build2.007,g11021,g11021_build2,LOD0,0,33,24,mas_low_building01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,46,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.008,MESH,g11021_build2.008,g11021,g11021_build2,LOD0,0,65,66,mas_low_building01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,56,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.009,MESH,g11021_build2.009,g11021,g11021_build2,LOD0,0,7187,2890,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,39,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.010,MESH,g11021_build2.010,g11021,g11021_build2,LOD0,0,3156,1220,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,40,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.011,MESH,g11021_build2.011,g11021,g11021_build2,LOD0,0,3944,1459,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,42,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.012,MESH,g11021_build2.012,g11021,g11021_build2,LOD0,0,9015,3331,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,48,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.013,MESH,g11021_build2.013,g11021,g11021_build2,LOD0,0,1828,707,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,54,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.014,MESH,g11021_build2.014,g11021,g11021_build2,LOD0,0,2649,992,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,55,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.015,MESH,g11021_build2.015,g11021,g11021_build2,LOD0,0,2452,890,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,56,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.016,MESH,g11021_build2.016,g11021,g11021_build2,LOD0,0,54,18,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,60,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.017,MESH,g11021_build2.017,g11021,g11021_build2,LOD0,0,7966,3043,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,61,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build2.018,MESH,g11021_build2.018,g11021,g11021_build2,LOD0,0,587,211,yam_build01_aaax,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,62,2,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3,MESH,g11021_build3,g11021,g11021_build3,LOD0,0,1432,956,mas_breakconcrete02_AAAx_tga,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,12,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.001,MESH,g11021_build3.001,g11021,g11021_build3,LOD0,0,1053,715,mas_breakconcrete02_AAAx_tga,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,15,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.002,MESH,g11021_build3.002,g11021,g11021_build3,LOD0,0,3681,1803,mas_breakconcrete02_AAAx_tga,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,16,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.003,MESH,g11021_build3.003,g11021,g11021_build3,LOD0,0,5008,3282,mas_breakconcrete02_AAAx_tga,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,17,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.004,MESH,g11021_build3.004,g11021,g11021_build3,LOD0,0,5756,3566,mas_breakconcrete02_AAAx_tga,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,18,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.005,MESH,g11021_build3.005,g11021,g11021_build3,LOD0,0,252,127,mas_breakconcrete02_AAAx_tga,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,24,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.006,MESH,g11021_build3.006,g11021,g11021_build3,LOD0,0,428,215,mas_breakconcrete02_AAAx_tga,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,29,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.007,MESH,g11021_build3.007,g11021,g11021_build3,LOD0,0,1177,781,mas_breakconcrete02_AAAx_tga,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,59,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.008,MESH,g11021_build3.008,g11021,g11021_build3,LOD0,0,3196,2396,mas_breakconcrete02_AAAx_tga,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,60,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.009,MESH,g11021_build3.009,g11021,g11021_build3,LOD0,0,4,2,mas_concretewall01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,10,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.010,MESH,g11021_build3.010,g11021,g11021_build3,LOD0,0,18,6,mas_concretewall01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,11,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.011,MESH,g11021_build3.011,g11021,g11021_build3,LOD0,0,159,92,mas_concretewall01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,12,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.012,MESH,g11021_build3.012,g11021,g11021_build3,LOD0,0,15,11,mas_concretewall01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,15,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.013,MESH,g11021_build3.013,g11021,g11021_build3,LOD0,0,50,43,mas_concretewall01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,16,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.014,MESH,g11021_build3.014,g11021,g11021_build3,LOD0,0,12,4,mas_concretewall01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,17,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.015,MESH,g11021_build3.015,g11021,g11021_build3,LOD0,0,20,14,mas_concretewall01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,18,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.016,MESH,g11021_build3.016,g11021,g11021_build3,LOD0,0,1050,520,os09_buildingtank01_aaax_tga5,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,11,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.017,MESH,g11021_build3.017,g11021,g11021_build3,LOD0,0,420,208,os09_buildingtank01_aaax_tga5,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,12,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.018,MESH,g11021_build3.018,g11021,g11021_build3,LOD0,0,913,376,os09_buildingtank01_aaax_tga5,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,15,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.019,MESH,g11021_build3.019,g11021,g11021_build3,LOD0,0,4884,2044,os09_buildingtank01_aaax_tga5,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,16,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.020,MESH,g11021_build3.020,g11021,g11021_build3,LOD0,0,2972,1364,os09_buildingtank01_aaax_tga5,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,17,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.021,MESH,g11021_build3.021,g11021,g11021_build3,LOD0,0,3356,1355,os09_buildingtank01_aaax_tga5,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,18,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.022,MESH,g11021_build3.022,g11021,g11021_build3,LOD0,0,365,268,os09_buildingtank01_aaax_tga5,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,24,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.023,MESH,g11021_build3.023,g11021,g11021_build3,LOD0,0,397,283,os09_buildingtank01_aaax_tga5,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,29,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.024,MESH,g11021_build3.024,g11021,g11021_build3,LOD0,0,118,96,os11_ruinsparts00_floor_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,17,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.025,MESH,g11021_build3.025,g11021,g11021_build3,LOD0,0,118,96,os11_ruinsparts00_floor_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,18,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.026,MESH,g11021_build3.026,g11021,g11021_build3,LOD0,0,16,8,os11_ruinsparts00_floor_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,53,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.027,MESH,g11021_build3.027,g11021,g11021_build3,LOD0,0,28,14,os11_ruinsparts00_floor_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,59,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.028,MESH,g11021_build3.028,g11021,g11021_build3,LOD0,0,118,96,os11_ruinsparts00_floor_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,60,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.029,MESH,g11021_build3.029,g11021,g11021_build3,LOD0,0,2356,1250,os11_ruinsparts00_parts_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,12,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.030,MESH,g11021_build3.030,g11021,g11021_build3,LOD0,0,2705,1639,os11_ruinsparts00_parts_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,17,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.031,MESH,g11021_build3.031,g11021,g11021_build3,LOD0,0,2668,1601,os11_ruinsparts00_parts_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,18,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.032,MESH,g11021_build3.032,g11021,g11021_build3,LOD0,0,224,112,os11_ruinsparts00_parts_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,53,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.033,MESH,g11021_build3.033,g11021,g11021_build3,LOD0,0,802,425,os11_ruinsparts00_parts_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,59,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.034,MESH,g11021_build3.034,g11021,g11021_build3,LOD0,0,2154,1292,os11_ruinsparts00_parts_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,60,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.035,MESH,g11021_build3.035,g11021,g11021_build3,LOD0,0,872,483,os11_ruinsparts00_wall01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,12,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
CityOfRuinEntry.blend,WMB_MESH,g11021_build3.036,MESH,g11021_build3.036,g11021,g11021_build3,LOD0,0,502,396,os11_ruinsparts00_wall01_aaax_tga1,UVMap1|UVMap2|UVMap3|UVMap4,Col,,,NONE,,,,-1,17,3,,,,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]"
