"blend_file","wmb_collection","object_name","high_dtt","lod_name","lod_level","vertices","triangles","material","uv_layers","color_attributes","colTreeNodeIndex","unknownWorldDataIndex"
"CityOfRuinEntry_LOD.blend","g20608","g11021_g11021_build6","g11021","LOD0","0","4387","1834","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","6"
"CityOfRuinEntry_LOD.blend","g20608","g11021_g11021_build7","g11021","LOD0","0","11970","5674","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","7"
"CityOfRuinEntry_LOD.blend","g20608","g11021_g11021_build7.001","g11021","LOD0","0","8670","3403","OneBitMask3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","7"
"CityOfRuinEntry_LOD.blend","g20608","g11021_g11021_DistantView","g11021","LOD0","0","11157","4727","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","2"
"CityOfRuinEntry_LOD.blend","g20608","g11021_g11021_DistantView.001","g11021","LOD0","0","2635","1483","kaj_tree_leaf_aaa1_5","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","2"
"CityOfRuinEntry_LOD.blend","g20608","g11021_g11021_highway","g11021","LOD0","0","12459","5852","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","6"
"CityOfRuinEntry_LOD.blend","g20608","g11021_MtRobot9_1","g11021","LOD0","0","2963","1853","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","1"
"CityOfRuinEntry_LOD.blend","g20608","g11021_MtRobot9_1.001","g11021","LOD0","0","432","153","OneBitMask3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","1"
"CityOfRuinEntry_LOD.blend","g20608","g11120__build_11120_05","g11120","LOD0","0","668","279","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","13"
"CityOfRuinEntry_LOD.blend","g20608","g11120__build_11219_05","g11120","LOD0","0","3625","1435","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","13"
"CityOfRuinEntry_LOD.blend","g20608","g11120_build011120_0","g11120","LOD0","0","1413","620","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","7"
"CityOfRuinEntry_LOD.blend","g20608","g11120_build011120_1","g11120","LOD0","0","1981","809","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","7"
"CityOfRuinEntry_LOD.blend","g20608","g11120_build011120_2","g11120","LOD0","0","847","410","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","12"
"CityOfRuinEntry_LOD.blend","g20608","g11120_build011120_3","g11120","LOD0","0","1199","494","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","12"
"CityOfRuinEntry_LOD.blend","g20608","g11120_build011120_4","g11120","LOD0","0","22","10","lowbuildingmodel_aaax_tga2","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
"CityOfRuinEntry_LOD.blend","g20608","g11120_build011120_4.001","g11120","LOD0","0","111","108","mas_low_building01_aaax_tga2","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
"CityOfRuinEntry_LOD.blend","g20608","g11120_GROUND_11120_00","g11120","LOD0","0","406","321","Ground1","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","12"
"CityOfRuinEntry_LOD.blend","g20608","g11120_GROUND_11120road_00","g11120","LOD0","0","112","66","Ground1","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","4"
"CityOfRuinEntry_LOD.blend","g20608","g11120_GROUND_11120road_01","g11120","LOD0","0","96","56","Ground1","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","4"
"CityOfRuinEntry_LOD.blend","g20608","g11120_GROUND_11120road_02","g11120","LOD0","0","368","208","Ground1","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","12"
"CityOfRuinEntry_LOD.blend","g20608","g11120_GROUND_11120road_03","g11120","LOD0","0","175","113","Ground1","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","12"
"CityOfRuinEntry_LOD.blend","g20608","g11120_GROUND_11120road_04","g11120","LOD0","0","1063","558","Ground1","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","13"
"CityOfRuinEntry_LOD.blend","g20608","g11120_highway11120","g11120","LOD0","0","614","355","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","4"
"CityOfRuinEntry_LOD.blend","g20608","g11121_bureakbuild11121_01","g11121","LOD0","0","1995","840","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","2"
"CityOfRuinEntry_LOD.blend","g20608","g11121_enkei1","g11121","LOD0","0","8685","3568","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","2"
"CityOfRuinEntry_LOD.blend","g20608","g11121_enkei1.001","g11121","LOD0","0","2384","1419","kaj_tree_leaf_aaa1_5","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","2"
"CityOfRuinEntry_LOD.blend","g20608","g11121_enkei2","g11121","LOD0","0","918","380","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","8"
"CityOfRuinEntry_LOD.blend","g20608","g11121_g11121_buildings_00","g11121","LOD0","0","77","34","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","2"
"CityOfRuinEntry_LOD.blend","g20608","g11121_g11121_buildings_01","g11121","LOD0","0","37","14","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","9"
"CityOfRuinEntry_LOD.blend","g20608","g11121_g11121_buildings_02","g11121","LOD0","0","627","267","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","6"
"CityOfRuinEntry_LOD.blend","g20608","g11121_g11121_buildings_03","g11121","LOD0","0","38","18","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","6"
"CityOfRuinEntry_LOD.blend","g20608","g11121_g11121_buildings_04","g11121","LOD0","0","552","244","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","6"
"CityOfRuinEntry_LOD.blend","g20608","g11121_g11121_buildings_05","g11121","LOD0","0","249","113","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","6"
"CityOfRuinEntry_LOD.blend","g20608","g11121_g11121_buildings_06","g11121","LOD0","0","710","289","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","2"
"CityOfRuinEntry_LOD.blend","g20608","g11121_g11121_buildings_07","g11121","LOD0","0","36","16","lowbuildingmodel_aaax_tga2","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
"CityOfRuinEntry_LOD.blend","g20608","g11121_g11121_buildings_08","g11121","LOD0","0","3269","1664","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuinEntry_LOD.blend","g20608","g11121_GROUND_11121","g11121","LOD0","0","469","273","Ground1","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","6"
"CityOfRuinEntry_LOD.blend","g20608","g11121_GROUND_11121road_00","g11121","LOD0","0","834","443","Ground1","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","6"
"CityOfRuinEntry_LOD.blend","g20608","g11121_GROUND_11121road_01","g11121","LOD0","0","136","79","Ground1","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","4"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_00","g11219","LOD0","0","1380","646","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_01","g11219","LOD0","0","4169","1731","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_02","g11219","LOD0","0","1649","685","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_03","g11219","LOD0","0","459","203","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_04","g11219","LOD0","0","884","357","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_06","g11219","LOD0","0","780","356","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_08","g11219","LOD0","0","824","335","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_09","g11219","LOD0","0","546","244","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_10","g11219","LOD0","0","1094","428","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_11","g11219","LOD0","0","147","72","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_12","g11219","LOD0","0","1219","512","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_13","g11219","LOD0","0","785","337","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219__build_11219_15","g11219","LOD0","0","758","326","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219_bigtree_11219_00","g11219","LOD0","0","4088","1502","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219_bigtree_11219_01","g11219","LOD0","0","3833","1523","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219_bigtree_11219_02","g11219","LOD0","0","1646","634","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219_bigtree_11219_03","g11219","LOD0","0","1313","461","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219_far_tree","g11219","LOD0","0","10806","6552","kaj_tree_leaf_aaa1_5","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
"CityOfRuin_LOD.blend","g20708","g11219_GROUND_11219_00","g11219","LOD0","0","6874","3575","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219_GROUND_11219road_00","g11219","LOD0","0","107","82","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219_GROUND_11219road_01","g11219","LOD0","0","183","106","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219_GROUND_11219road_02","g11219","LOD0","0","235","167","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11219_tree","g11219","LOD0","0","240","120","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
"CityOfRuin_LOD.blend","g20708","g11219_tree1","g11219","LOD0","0","256","128","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","11"
"CityOfRuin_LOD.blend","g20708","g11219_tree2","g11219","LOD0","0","160","80","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
"CityOfRuin_LOD.blend","g20708","g11219_tree3","g11219","LOD0","0","128","64","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
"CityOfRuin_LOD.blend","g20708","g11219_tree4","g11219","LOD0","0","304","152","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","12"
"CityOfRuin_LOD.blend","g20708","g11220__build_11220_07","g11220","LOD0","0","443","171","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11220__build_11220_16","g11220","LOD0","0","2806","1198","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11220_brokenhighway_11220","g11220","LOD0","0","221","103","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","17"
"CityOfRuin_LOD.blend","g20708","g11220_building_11220_0","g11220","LOD0","0","619","237","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","18"
"CityOfRuin_LOD.blend","g20708","g11220_building_11220_1","g11220","LOD0","0","857","335","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","18"
"CityOfRuin_LOD.blend","g20708","g11220_building_11220_2","g11220","LOD0","0","1500","545","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","18"
"CityOfRuin_LOD.blend","g20708","g11220_building_11220_3","g11220","LOD0","0","742","287","building_11220_3_Material3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","17"
"CityOfRuin_LOD.blend","g20708","g11220_GROUND_11220","g11220","LOD0","0","5240","4502","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","17"
"CityOfRuin_LOD.blend","g20708","g11220_GROUND_11220road_00","g11220","LOD0","0","437","309","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","17"
"CityOfRuin_LOD.blend","g20708","g11220_GROUND_11220road_01","g11220","LOD0","0","454","290","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","17"
"CityOfRuin_LOD.blend","g20708","g11220_GROUND_11220road_02","g11220","LOD0","0","189","170","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","17"
"CityOfRuin_LOD.blend","g20708","g11220_GROUND_11220road_03","g11220","LOD0","0","308","178","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","17"
"CityOfRuin_LOD.blend","g20708","g11220_GROUND_11220road_04","g11220","LOD0","0","256","242","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","17"
"CityOfRuin_LOD.blend","g20708","g11220_GROUND_11220road_05","g11220","LOD0","0","501","256","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","17"
"CityOfRuin_LOD.blend","g20708","g11220_highway_11220","g11220","LOD0","0","6087","2918","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","18"
"CityOfRuin_LOD.blend","g20708","g11318_bigtree11318_0","g11318","LOD0","0","5847","2127","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11318_bigtree11318_1","g11318","LOD0","0","2252","851","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_bigtree11318_2","g11318","LOD0","0","3546","1291","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_break_build","g11318","LOD0","0","14446","6067","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11318_build_11318_00","g11318","LOD0","0","68","28","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","10"
"CityOfRuin_LOD.blend","g20708","g11318_build_11318_01","g11318","LOD0","0","2163","919","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_build_11318_02","g11318","LOD0","0","414","158","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_build_11318_03","g11318","LOD0","0","3474","1264","build_11318_03_Material3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_build_11318_06","g11318","LOD0","0","442","175","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_build_11318_07","g11318","LOD0","0","36","12","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_build_11318_08","g11318","LOD0","0","4498","2058","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_buildleaf","g11318","LOD0","0","10946","6390","kaj_tree_leaf_aaa1_5","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
"CityOfRuin_LOD.blend","g20708","g11318_GROUND_11318","g11318","LOD0","0","4397","3011","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_GROUND_11318.001","g11318","LOD0","0","120","128","mizu11323","UVMap1|UVMap2","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_GROUND_11318road_00","g11318","LOD0","0","1135","688","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_GROUND_11318road_01","g11318","LOD0","0","1028","568","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_GROUND_11318road_02","g11318","LOD0","0","273","158","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_GROUND_11318road_03","g11318","LOD0","0","546","275","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_GROUND_11318road_04","g11318","LOD0","0","514","328","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_GROUND_11318road_05","g11318","LOD0","0","734","422","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_highwaymodel1138","g11318","LOD0","0","5699","2944","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11318_tree11318","g11318","LOD0","0","192","96","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","13"
"CityOfRuin_LOD.blend","g20708","g11318_tree11318_1","g11318","LOD0","0","128","64","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","14"
"CityOfRuin_LOD.blend","g20708","g11318_tree11318_2","g11318","LOD0","0","96","48","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","14"
"CityOfRuin_LOD.blend","g20708","g11318_tree11318_3","g11318","LOD0","0","192","96","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
"CityOfRuin_LOD.blend","g20708","g11318_tree11318_4","g11318","LOD0","0","112","56","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
"CityOfRuin_LOD.blend","g20708","g11318_tree11318_5","g11318","LOD0","0","224","112","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","15"
"CityOfRuin_LOD.blend","g20708","g11319_bigtree","g11319","LOD0","0","2523","908","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","2"
"CityOfRuin_LOD.blend","g20708","g11319_bigtree1","g11319","LOD0","0","1541","553","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11319_break_tree","g11319","LOD0","0","1218","1064","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","3"
"CityOfRuin_LOD.blend","g20708","g11319_brokenhighway","g11319","LOD0","0","520","236","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11319_build11319_0","g11319","LOD0","0","455","335","mas_low_build11319_0","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","4"
"CityOfRuin_LOD.blend","g20708","g11319_build11319_1","g11319","LOD0","0","2551","976","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","4"
"CityOfRuin_LOD.blend","g20708","g11319_build11319_2","g11319","LOD0","0","2433","848","build11319_2_Material2","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11319_build11319_3","g11319","LOD0","0","2839","1132","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11319_build11319_4","g11319","LOD0","0","1112","453","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","4"
"CityOfRuin_LOD.blend","g20708","g11319_build11319_5","g11319","LOD0","0","2064","798","build11319_5_Material4","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11319_build11319_6","g11319","LOD0","0","1338","644","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11319_build11319_7","g11319","LOD0","0","379","159","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","4"
"CityOfRuin_LOD.blend","g20708","g11319_build_break","g11319","LOD0","0","5841","2263","NonGround3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","2"
"CityOfRuin_LOD.blend","g20708","g11319_build_break_tree","g11319","LOD0","0","5080","3260","kaj_tree_leaf_aaa1_5","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
"CityOfRuin_LOD.blend","g20708","g11319_build_tree","g11319","LOD0","0","8616","5157","kaj_tree_leaf_aaa1_5","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
"CityOfRuin_LOD.blend","g20708","g11319_GROUND_11319","g11319","LOD0","0","5614","4133","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11319_GROUND_11319.001","g11319","LOD0","0","169","220","pre_lightmap_2_5","UVMap1|UVMap2","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11319_GROUND_road11319_00","g11319","LOD0","0","133","64","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11319_GROUND_road11319_01","g11319","LOD0","0","88","37","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","0"
"CityOfRuin_LOD.blend","g20708","g11319_GROUND_road11319_02","g11319","LOD0","0","35","16","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","1"
"CityOfRuin_LOD.blend","g20708","g11319_GROUND_road11319_03","g11319","LOD0","0","89","42","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","1"
"CityOfRuin_LOD.blend","g20708","g11319_GROUND_road11319_04","g11319","LOD0","0","123","60","Ground3","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","1"
"CityOfRuin_LOD.blend","g20708","g11319_tree1","g11319","LOD0","0","704","616","Material09","UVMap1|UVMap2|UVMap3|UVMap4","Col","-1","5"
