index,mesh_name,base_name,source_class,semantic_group,vertices,triangles,material,uv_layers,color_attributes,min_x,min_y,min_z,max_x,max_y,max_z,geometry_hash,engine_action
13,g11021_build1.011,g11021_build1,WMB,Building visual,788,406,os11_ruinsparts00_wall02_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,72.8155288696289,-46.519710540771484,2.003880023956299,99.4325942993164,-18.209209442138672,17.092180252075195,3eb12603d1bf267e2328a1d2f7a4f2446444becb7d1df81db597b2a862d695a0,공간 chunk·material 단위 정적 배치
14,g11021_build1.012,g11021_build1,WMB,Building visual,2271,1214,os11_ruinsparts00_wall02_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,72.73079681396484,-46.519710540771484,-4.8913798332214355,100.89290618896484,-18.188859939575195,8.876290321350098,52b6011376243342f30e01b3c50bc64883fc3ed27180130828d5f6034d32b5d6,공간 chunk·material 단위 정적 배치
15,g11021_build1.013,g11021_build1,WMB,Building visual,14436,5792,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,97.83978271484375,-55.10205841064453,-28.75722885131836,147.35919189453125,-14.965109825134277,52.83811950683594,5a5b574ab19ff46817e7c9613cec5629191d0fdc9471c682efd6ab7a8a6dfd42,공간 chunk·material 단위 정적 배치
16,g11021_build1.014,g11021_build1,WMB,Building visual,6481,2481,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,97.81275939941406,-54.99013900756836,-28.065839767456055,146.3233184814453,-15.177099227905273,18.096769332885742,cd732d038188123c6b67ef9e0f60ae0f43fd06bf0dbee4819464bf64e0e453b8,공간 chunk·material 단위 정적 배치
17,g11021_build1.015,g11021_build1,WMB,Building visual,5743,2176,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,97.35443878173828,-55.05795669555664,-18.628589630126953,146.1874542236328,-15.280570030212402,9.014730453491211,d762a7be468c9664c35b8eb9c9bf71562a95599f67b77ab0bbf7229577cdb625,공간 chunk·material 단위 정적 배치
18,g11021_build1.016,g11021_build1,WMB,Building visual,295,107,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,103.733154296875,-51.27689743041992,-27.602890014648438,144.02474975585938,-19.073890686035156,-6.802839756011963,22c37159d6bc3db5706c4bc67e75c0737a5c4ee58703ae15fff021f4580da892,공간 chunk·material 단위 정적 배치
19,g11021_build1.017,g11021_build1,WMB,Building visual,910,326,yam_build03_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,72.55208587646484,-46.78228759765625,-5.795739650726318,101.42599487304688,-17.946590423583984,1.186039924621582,7ad971b9fd61cc2cd7ef796b114cb280f0e72f5a8be717a86ef4cb5d15c16c66,공간 chunk·material 단위 정적 배치
20,g11021_build1.018,g11021_build1,WMB,Building visual,521,232,yam_build06_aaa9,UVMap1;UVMap2;UVMap3;UVMap4,Col,72.62005615234375,-46.715179443359375,-5.731599807739258,101.68486022949219,-17.762489318847656,2.022559881210327,a128ec5f21ff83fe6d7e39324e47df7796007b6190754da70e7d73bec0f5ca6a,공간 chunk·material 단위 정적 배치
21,g11021_build1.019,g11021_build1,WMB,Building visual,12,6,yam_build06_aaa9,UVMap1;UVMap2;UVMap3;UVMap4,Col,101.04830169677734,-40.15275955200195,-11.619709014892578,101.16630554199219,-27.999990463256836,-10.41012954711914,30714501a4ef3962195b1c386ce552af81d2c8a99e1e2fa775ca138ccf6e0c18,공간 chunk·material 단위 정적 배치
22,g11021_build2,g11021_build2,WMB,Building visual,20,10,lowbuildingmodel_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,38.27444076538086,134.68994140625,-21.257280349731445,67.55123901367188,157.9236602783203,26.567419052124023,0dd49fad2bddfa6acd9badfb946b072c1b66078497a7d40faf532857fbcf5e33,공간 chunk·material 단위 정적 배치
23,g11021_build2.001,g11021_build2,WMB,Building visual,16,8,lowbuildingmodel_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,20.109699249267578,113.67700958251953,-44.619667053222656,48.55900955200195,135.8407440185547,3.2050399780273438,7077505be469dcb2b212f1470a0c4857da336dec53cf3eb8e5301530da6e6eef,공간 chunk·material 단위 정적 배치
24,g11021_build2.002,g11021_build2,WMB,Building visual,4,2,lowbuildingmodel_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,20.109699249267578,115.0390625,-44.19533920288086,21.927270889282227,135.8407440185547,3.2050399780273438,ac57341be60c0867f85ff3747afd968d07ef520063713e734f0fbf8924604a51,공간 chunk·material 단위 정적 배치
25,g11021_build2.003,g11021_build2,WMB,Building visual,194,97,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,17.55735969543457,53.23613739013672,-12.577699661254883,50.814788818359375,70.61544036865234,0.8987399935722351,4da6c72cacc3cb1c981759ca7325bbae05e45890b67598a1ae55061799956204,공간 chunk·material 단위 정적 배치
26,g11021_build2.004,g11021_build2,WMB,Building visual,790,385,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,10.952359199523926,52.15414810180664,-18.59111976623535,52.3007698059082,77.94842529296875,-4.656109809875488,86400024b7770a47a0c42dd659a21fd4b516e4ff5c90f88938d4ac63d7f4cca3,공간 chunk·material 단위 정적 배치
27,g11021_build2.005,g11021_build2,WMB,Building visual,24,8,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,10.224569320678711,75.78963470458984,-14.492549896240234,11.305920600891113,76.98410034179688,-13.582289695739746,6bd203724f0778b621086b3e8b417da8bc8d3ed5c63a1bcd251c85bf3772a124,공간 chunk·material 단위 정적 배치
28,g11021_build2.006,g11021_build2,WMB,Building visual,48,42,mas_low_building01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,66.33051300048828,136.24862670898438,20.341209411621094,82.41282653808594,153.39309692382812,22.655038833618164,c9f665adfca1567e21ac2298cff5dd8fc5073b7bf067cd860c65eebe0d830251,공간 chunk·material 단위 정적 배치
29,g11021_build2.007,g11021_build2,WMB,Building visual,33,24,mas_low_building01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,66.33051300048828,136.24862670898438,-5.816290378570557,82.41282653808594,153.39309692382812,20.341209411621094,0ef16a0a60beb37dbe4209c7ba965ad55d33627724692d4272e22abcdb854f31,공간 chunk·material 단위 정적 배치
30,g11021_build2.008,g11021_build2,WMB,Building visual,65,66,mas_low_building01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,4.429299831390381,116.39127349853516,-29.178678512573242,21.232561111450195,134.20779418945312,-0.7073400020599365,eb522f17de54c4e2e2efae1040fbd7adda676adcd1f1d96d75264ad7fcdb315f,공간 chunk·material 단위 정적 배치
31,g11021_build2.009,g11021_build2,WMB,Building visual,7187,2890,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,-11.112170219421387,56.06040954589844,-30.67732810974121,63.92467498779297,115.96892547607422,59.6678581237793,fe5009959baf4eb90303444984cf99967a653c60ec6e202a124995ae95330c65,공간 chunk·material 단위 정적 배치
32,g11021_build2.010,g11021_build2,WMB,Building visual,3156,1220,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,-11.112170219421387,65.90019989013672,-30.760337829589844,24.135568618774414,115.96892547607422,57.12650680541992,a8e7dbb4429c1b915d4d724f6fc3026998e30b808954a0f300691bf7b7f213fd,공간 chunk·material 단위 정적 배치
33,g11021_build2.011,g11021_build2,WMB,Building visual,3944,1459,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,-5.356770038604736,54.60662078857422,-5.563019752502441,59.680198669433594,112.24004364013672,29.2310791015625,9e12820d98e5727714af422c09f22f1774a537d4e1c819545bdf0480a3647bdf,공간 chunk·material 단위 정적 배치
34,g11021_build2.012,g11021_build2,WMB,Building visual,9015,3331,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,-1.996959924697876,56.58674621582031,-28.34572982788086,60.60956954956055,111.55795288085938,21.407329559326172,7915fe8f59b769eae2673eddef3bff41771ad685e6c2cebc29717c5a6a515118,공간 chunk·material 단위 정적 배치
35,g11021_build2.013,g11021_build2,WMB,Building visual,1828,707,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,7.070620059967041,53.23613739013672,-13.006269454956055,59.362548828125,75.98686981201172,9.02655029296875,d5c29e32618a82a825ed393e15b721fdc08646d7f2422f60cc20970b3af7a17c,공간 chunk·material 단위 정적 배치
36,g11021_build2.014,g11021_build2,WMB,Building visual,2649,992,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,12.27135944366455,54.174320220947266,-31.1629581451416,66.2428970336914,108.70552825927734,8.840319633483887,97bd9ce9c0f2f53e713fcab0181ca8d68a91b4e4978275a566f1dc836c841516,공간 chunk·material 단위 정적 배치
37,g11021_build2.015,g11021_build2,WMB,Building visual,2452,890,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,2.8377699851989746,74.2280044555664,-23.03322982788086,26.19287109375,108.70552825927734,9.117499351501465,85769d6fe0df6fbdddc13266d894f72562481d52dc35078cc0382ffc86bce061,공간 chunk·material 단위 정적 배치
38,g11021_build2.016,g11021_build2,WMB,Building visual,54,18,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,51.30146789550781,50.30628967285156,-15.439899444580078,52.25525665283203,51.31740188598633,-14.489310264587402,28306b90b2db5d68d8ee9deec7aa21cf9fe0e757c23f90b3139c85a3dab5ebe3,공간 chunk·material 단위 정적 배치
39,g11021_build2.017,g11021_build2,WMB,Building visual,7966,3043,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,6.112239837646484,50.599246978759766,-32.54242706298828,69.35883331298828,106.19239044189453,-3.378819704055786,e50d09685a3ae5b93509d92395bb6a7793087dfad20c0c3b35a5bee67f25faaf,공간 chunk·material 단위 정적 배치
40,g11021_build2.018,g11021_build2,WMB,Building visual,587,211,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,5.98252010345459,74.5107192993164,-14.492549896240234,27.090438842773438,104.46885681152344,-3.5734200477600098,5d81701ebe1e877232cb664bd395e743eff9d45dbbd7b0bc9febb71705ebb3c0,공간 chunk·material 단위 정적 배치
41,g11021_build3,g11021_build3,WMB,Building visual,1432,956,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.10041046142578,-48.36611557006836,-6.953389644622803,71.7308578491211,-15.431509971618652,9.001290321350098,d8751b6e684b27d1c29146fe026f133acecf720f444dd5f52737dcba648900ad,공간 chunk·material 단위 정적 배치
42,g11021_build3.001,g11021_build3,WMB,Building visual,1053,715,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,62.157249450683594,-93.94681549072266,-16.57046890258789,66.1004638671875,-89.43303680419922,-10.024919509887695,5edba425e801a61f6c48cab4c0dedcf49cb532130d883703a9838760ef1a9093,공간 chunk·material 단위 정적 배치
43,g11021_build3.002,g11021_build3,WMB,Building visual,3681,1803,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.21247863769531,-94.53227996826172,-16.570659637451172,62.43431854248047,-88.94013214111328,-9.792289733886719,d4743421df0a560115fd5eb054bb46ca553c8057fb33e3de7c6bf5ae994c569e,공간 chunk·material 단위 정적 배치
44,g11021_build3.003,g11021_build3,WMB,Building visual,5008,3282,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,53.72990036010742,-38.990108489990234,-17.665998458862305,71.7308578491211,-11.210999488830566,-6.754879474639893,b035dfbd6e3dd447c4d702489d65e3f4a6e40853cfe24323a4ef83c5d677186a,공간 chunk·material 단위 정적 배치
45,g11021_build3.004,g11021_build3,WMB,Building visual,5756,3566,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.193538665771484,-89.12112426757812,-17.665998458862305,54.032108306884766,-12.221549987792969,-6.754879474639893,432fdc1dc58e590415c50289591fdde558f67221a4d1168a1b6eddff8d4757c5,공간 chunk·material 단위 정적 배치
46,g11021_build3.005,g11021_build3,WMB,Building visual,252,127,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.09375,-93.94010162353516,-15.491020202636719,41.44902801513672,-91.77053833007812,-10.61952018737793,06d6472a4b4a4a3063a95ef320f781467ae3f772fc6ed1e0c5601c484b63a082,공간 chunk·material 단위 정적 배치
47,g11021_build3.006,g11021_build3,WMB,Building visual,428,215,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.100467681884766,-42.969207763671875,-15.491020202636719,41.43601989746094,-33.95124053955078,7.393189430236816,2ac600d733a65f6f58aba326195c15f399af31ad6a02f5ee3d93ea54dfd44235,공간 chunk·material 단위 정적 배치
48,g11021_build3.007,g11021_build3,WMB,Building visual,1177,781,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,46.73019790649414,-11.3218994140625,-13.915999412536621,71.7308578491211,-3.84158992767334,-5.021989822387695,1fc0218bbf456aa86bcb3536583cdca0653c8b29f12fa02fa32a147f53cd4d1c,공간 chunk·material 단위 정적 배치
49,g11021_build3.008,g11021_build3,WMB,Building visual,3196,2396,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,46.73019790649414,-9.641590118408203,-17.665998458862305,71.73030853271484,-3.84158992767334,-13.703120231628418,a48414085cd3798a4c34e341b79fd17ef3b415a4731beec1941ea672fa4100ee,공간 chunk·material 단위 정적 배치
50,g11021_build3.009,g11021_build3,WMB,Building visual,4,2,mas_concretewall01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.21271896362305,-93.82784271240234,10.896599769592285,65.98824310302734,-34.10237121582031,10.909589767456055,3b2f7402b085281611d007b51937a295456fdc107ef81eecf1a6845a6535945c,공간 chunk·material 단위 정적 배치
51,g11021_build3.010,g11021_build3,WMB,Building visual,18,6,mas_concretewall01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.89917755126953,-93.31612396240234,-5.2056403160095215,65.30180358886719,-34.614131927490234,5.7090301513671875,cb2338b87885e578243c44c5bfb55bbbfdd63bab6749dca15334ced6acbbfc10,공간 chunk·material 단위 정적 배치
52,g11021_build3.011,g11021_build3,WMB,Building visual,159,92,mas_concretewall01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.896697998046875,-93.31612396240234,-5.622089862823486,66.09935760498047,-34.61408996582031,5.7090301513671875,d8efdcd0a7a94adbb2e7e0855344c7c442050a3063d471fe85a1f88d3bc296fe,공간 chunk·material 단위 정적 배치
53,g11021_build3.012,g11021_build3,WMB,Building visual,15,11,mas_concretewall01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.89917755126953,-93.31612396240234,-16.4606990814209,65.30180358886719,-34.614131927490234,-9.46023941040039,9f5a6b3bdf65740f086f04e2d6d79ae1e13b1d43fb54197ee09a9394dcbfc02a,공간 chunk·material 단위 정적 배치
54,g11021_build3.013,g11021_build3,WMB,Building visual,50,43,mas_concretewall01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.899940490722656,-93.14034271240234,-16.4606990814209,61.100467681884766,-88.94010162353516,-16.4606990814209,c8ab8d717e22eea42c2a615e19e2f68bde0113c966191d66a31f0f10b317ad46,공간 chunk·material 단위 정적 배치
55,g11021_build3.014,g11021_build3,WMB,Building visual,12,4,mas_concretewall01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.89917755126953,-93.31612396240234,-16.4606990814209,65.30180358886719,-34.614131927490234,-9.46023941040039,404a4bcb723d85275180af5694f25866651ebacd9ba9e492999c6bc663d129e3,공간 chunk·material 단위 정적 배치
56,g11021_build3.015,g11021_build3,WMB,Building visual,20,14,mas_concretewall01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.899940490722656,-93.14034271240234,-16.4606990814209,46.100467681884766,-34.78960037231445,-16.4606990814209,9eff4b0b194715ef9aace8988bcea3704ce418889faa486f7b7f3477858940fd,공간 chunk·material 단위 정적 배치
57,g11021_build3.016,g11021_build3,WMB,Building visual,1050,520,os09_buildingtank01_aaax_tga5,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.83696746826172,-93.65978240966797,-9.269559860229492,65.80973052978516,-93.42928314208984,-1.6011300086975098,cb9023ea33368ada3f9f713c205d1a64c4c33cec66cf28c38d9344595e52cacc,공간 chunk·material 단위 정적 배치
58,g11021_build3.017,g11021_build3,WMB,Building visual,420,208,os09_buildingtank01_aaax_tga5,UVMap1;UVMap2;UVMap3;UVMap4,Col,56.37925720214844,-34.508148193359375,-9.269559860229492,65.3636245727539,-34.27763748168945,-1.6011300086975098,cdd1682ed8525b831be83f81a7bb65c5057f2739277c37533b9a42a9f1db512c,공간 chunk·material 단위 정적 배치
59,g11021_build3.018,g11021_build3,WMB,Building visual,913,376,os09_buildingtank01_aaax_tga5,UVMap1;UVMap2;UVMap3;UVMap4,Col,61.83150863647461,-93.68069458007812,-15.90225887298584,65.80339813232422,-89.8023681640625,-6.782399654388428,dd240cafa40f1976737b7270108f4e6433bb8fdcf05225ff7d2f3d16cb8aa3f6,공간 chunk·material 단위 정적 배치
60,g11021_build3.019,g11021_build3,WMB,Building visual,4884,2044,os09_buildingtank01_aaax_tga5,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.40850067138672,-94.8692855834961,-16.01978874206543,62.26237487792969,-89.19873809814453,-6.782399654388428,c0a3a47aeee9346ce5852f50b27b7fec8fa2fa3374ba8a2fcfc356ee7d71e8f2,공간 chunk·material 단위 정적 배치
61,g11021_build3.020,g11021_build3,WMB,Building visual,2972,1364,os09_buildingtank01_aaax_tga5,UVMap1;UVMap2;UVMap3;UVMap4,Col,51.12953186035156,-38.731468200683594,-16.01978874206543,66.09548950195312,-33.50838851928711,-6.782399654388428,7631ebf56f45c181bed08e05c065b8004fb9b428b0a08df3c4f4650d24c75612,공간 chunk·material 단위 정적 배치
62,g11021_build3.021,g11021_build3,WMB,Building visual,3356,1355,os09_buildingtank01_aaax_tga5,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.31208801269531,-43.557640075683594,-16.01978874206543,54.01255798339844,-33.060890197753906,-9.895709991455078,68c1f4f50374006212c326566154ffb9ed843a8039550b489eed5147e390b09e,공간 chunk·material 단위 정적 배치
63,g11021_build3.022,g11021_build3,WMB,Building visual,365,268,os09_buildingtank01_aaax_tga5,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.10544967651367,-93.97228240966797,-12.953489303588867,41.44388961791992,-93.57405090332031,-10.559319496154785,104b45857eccf98702970d29afcb49336a9d2a850d69758ed307467f73c3662a,공간 chunk·material 단위 정적 배치
64,g11021_build3.023,g11021_build3,WMB,Building visual,397,283,os09_buildingtank01_aaax_tga5,UVMap1;UVMap2;UVMap3;UVMap4,Col,41.06827926635742,-38.825809478759766,-12.953489303588867,41.44710922241211,-33.99507141113281,-10.255799293518066,a99a5bcf7cdb257b3920567e07b31862b1c422f8b00cc0d576f31d29157fafe4,공간 chunk·material 단위 정적 배치
65,g11021_build3.024,g11021_build3,WMB,Building visual,118,96,os11_ruinsparts00_floor_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,67.13011932373047,-33.841819763183594,-17.665998458862305,71.73011779785156,-28.841588973999023,-17.58599853515625,8f8f7ac349b1315243add19ab9e9bbcbf2176886cb35053156fc637b5f6b8a94,공간 chunk·material 단위 정적 배치
66,g11021_build3.025,g11021_build3,WMB,Building visual,118,96,os11_ruinsparts00_floor_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,46.72991943359375,-33.841548919677734,-17.665998458862305,51.730159759521484,-29.24155044555664,-17.58599853515625,82ca304594310db20b8f95f4bd87aa2fc78d00f3ec3a21714d097b0f7ef9d5cb,공간 chunk·material 단위 정적 배치
67,g11021_build3.026,g11021_build3,WMB,Building visual,16,8,os11_ruinsparts00_floor_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,46.93016052246094,-33.6415901184082,-2.6659998893737793,71.53007507324219,-4.041589736938477,2.233599901199341,ab15f9beb5876b4ff762bc6e8d2d54bd629b60615bf93af0175cf13cca380851,공간 chunk·material 단위 정적 배치
68,g11021_build3.027,g11021_build3,WMB,Building visual,28,14,os11_ruinsparts00_floor_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,46.730159759521484,-33.841548919677734,-11.665999412536621,71.73011779785156,-3.84158992767334,-5.465999603271484,b781ff6590a50c53a5592042063b4e5501ba8d0e138c53ee235a19660adc2629,공간 chunk·material 단위 정적 배치
69,g11021_build3.028,g11021_build3,WMB,Building visual,118,96,os11_ruinsparts00_floor_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,66.7300796508789,-8.44158935546875,-17.665998458862305,71.73030853271484,-3.84158992767334,-17.58599853515625,30041f4efff8d139e559c3cb5b2d1fe8064b80964568d56c3abef2a02475fb78,공간 chunk·material 단위 정적 배치
70,g11021_build3.029,g11021_build3,WMB,Building visual,2356,1250,os11_ruinsparts00_parts_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,46.53015899658203,-34.041587829589844,-8.465999603271484,71.93012237548828,-11.224479675292969,3.033599853515625,bae381e989beadc4c3c61fae1af04025bc80ec255a31ad5f8846698c97fc1680,공간 chunk·material 단위 정적 배치
71,g11021_build3.030,g11021_build3,WMB,Building visual,2705,1639,os11_ruinsparts00_parts_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,46.33015823364258,-34.24155044555664,-17.665998458862305,72.13011932373047,-11.224479675292969,-6.865999698638916,9d24ccc16199fc26f222fbc660fcf5c5f3eec65dcd403e11b2b60ea952e03637,공간 chunk·material 단위 정적 배치
72,g11021_build3.031,g11021_build3,WMB,Building visual,2668,1601,os11_ruinsparts00_parts_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,46.33015823364258,-34.24155044555664,-17.665998458862305,72.13011932373047,-11.229789733886719,-6.865999698638916,0092082ca7254e4d0398c9aff72c00ff332c58f579f167ede28f580de0598501,공간 chunk·material 단위 정적 배치
